
 Lista de Imóveis da Caixa;;Data de geração:;26/07/2024;;;;;;;
 8444424474850 ;SP ;JABOTICABAL ;VILA SANTO ANTONIO ;RUA JAYME BASSO, N. 100, LT 26 QD B ;174.749,81;152.000,00;0.00;Casa, 0.00 de área total, 57.28 de área privativa, 205.50 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424474850
 8444408216922 ;SP ;JACAREI ;JARDIM SANTO ANTONIO DA BOA VISTA ;RUA DOS LOTUS, N. 275, LT 42 QD F ;151.274,12;225.000,00;32.77;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408216922
 8555539262156 ;SP ;JACAREI ;LOTEAMENTO JARDIM SOL NASCENTE ;RUA NADIM RUSTON, N. 360, Apto A02, BLOCO A ;150.000,00;200.000,00;25.00;Apartamento, 0.00 de área total, 65.14 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539262156
 8787702659596 ;SP ;JACAREI ;LOTEAMENTO JARDIM SOL NASCENTE ;RUA NADIM RUSTON, N. 324, Apto 101, BLOCO 01 ;137.250,00;183.000,00;25.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702659596
 8555527221913 ;SP ;JACAREI ;PEDREGULHO ;ESTRADA DO LIMOEIRO, N. 495, Apto 103, BLOCO 08 ;139.029,13;185.000,00;24.85;Apartamento, 0.00 de área total, 45.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527221913
 8555535614759 ;SP ;JACAREI ;BAIRRO DO COLONIA ;RUA HILARIO VILLAR, N. 429, Apto 204, BL 8 ;142.420,25;159.000,00;10.43;Apartamento, 0.00 de área total, 42.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535614759
 1444419707037 ;SP ;JACAREI ;LOTEAMENTO VILLA BRANCA ;RUA MARIO DE SA CARNEIRO, N. 124, LT 16 QD 47 ;929.485,79;983.675,00;5.51;Casa, 0.00 de área total, 239.57 de área privativa, 240.00 de área do terreno,  3 qto(s), WC, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419707037
 8444415071373 ;SP ;JACAREI ;JARDIM SANTO ANTONIO DA BOA VISTA ;RUA CRISPINIANA RIOS DA MOTA IBRAHIM, N. 29, . ;186.594,11;192.000,00;2.82;Casa, 0.00 de área total, 78.00 de área privativa, 151.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415071373
 8444420641255 ;SP ;JACAREI ;CIDADE SALVADOR ;RUA EURIPEDES BARSANULFO, N. 213, . ;205.000,00;205.000,00;0.00;Casa, 0.00 de área total, 51.10 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420641255
 8555504337990 ;SP ;JACAREI ;CIDADE SALVADOR ;RUA CAMPOS DO JORDAO, N. 432, LT 12 QD 28 ;195.000,00;195.000,00;0.00;Casa, 0.00 de área total, 61.30 de área privativa, 128.49 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555504337990
 8555527936610 ;SP ;JACAREI ;CIDADE NOVA JACAREI ;AVENIDA DIOGO FONTES, N. 181, LT 37 QD 08 ;246.500,00;246.500,00;0.00;Casa, 0.00 de área total, 52.00 de área privativa, 126.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527936610
 8444409628116 ;SP ;JACAREI ;JARDIM TERRAS DE SAO JOAO ;RUA HELIO DAVILA, N. 116, QD AA LT 32 ;282.000,00;282.000,00;0.00;Casa, 0.00 de área total, 58.50 de área privativa, 250.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409628116
 8787711255168 ;SP ;JACAREI ;QUATRO RIBEIROS ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 103, BL 09 ;188.000,00;188.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711255168
 8555528176490 ;SP ;JACAREI ;JARDIM PARAISO ;RUA ENIO FERRAZ DE ARAUJO, N. 515, Apto 134, TORRE 01 GARAGEM 12 ;181.300,00;181.300,00;0.00;Apartamento, 0.00 de área total, 48.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528176490
 8031458500597 ;SP ;JACAREI ;JARDIM DO PORTAL ;RUA AVELINO ESMERIO DA SILVA, N. 40, . ;200.000,00;200.000,00;0.00;Casa, 0.00 de área total, 60.00 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8031458500597
 8444405870214 ;SP ;JACAREI ;SAO JOAO ;RUA SANTA HELENA, N. 693, Apto 208, BL 02 VAGA 12 ;170.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 48.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405870214
 1787700884306 ;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 204, BL 31 VAGA 410 ;175.000,00;175.000,00;0.00;Apartamento, 0.00 de área total, 44.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700884306
 8444418035602 ;SP ;JACAREI ;RESIDENCIAL SANTA PAULA ;RUA LIVORNO ANTIGA RUA 33 - ENTRE OS NUMEROS 60 E, N. SN, LT 09 QD 32 ;290.000,00;290.000,00;0.00;Casa, 0.00 de área total, 54.27 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418035602
 8787707968333 ;SP ;JACAREI ;LOTEAMENTO JARDIM SOL NASCENTE ;RUA NADIM RUSTON, N. 324, Apto 201, BL 06 ;182.000,00;182.000,00;0.00;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707968333
 8444411865103 ;SP ;JACAREI ;BAIRRO DO COLONIA ;AVENIDA JOSE THEODORO DE SIQUEIRA, N. 1089, Apto 12, BL K ;145.715,42;140.000,00;0.00;Apartamento, 0.00 de área total, 42.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411865103
 8444415618976 ;SP ;JACAREI ;JARDIM PRIMAVERA ;RUA SEBASTIAO CARLOS DA SILVA, N. 88, Apto 33, BL 05 ;188.757,91;180.000,00;0.00;Apartamento, 0.00 de área total, 59.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415618976
 1444401590715 ;SP ;JACAREI ;JARDIM CALIFORNIA ;RUA COLUSA, N. 250, CS B8 ;822.426,46;355.951,11;0.00;Casa, 0.00 de área total, 172.04 de área privativa, 143.62 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401590715
 1444407754973 ;SP ;JACUPIRANGA ;JARDIM BOTUJURU ;AVENIDA JATOBA, N. 141, LT 728 QD 75 ;206.000,00;206.000,00;0.00;Casa, 0.00 de área total, 69.77 de área privativa, 253.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407754973
 8555512578241 ;SP ;JAGUARIUNA ;VARGEAO ;AVENIDA PACIFICO MONEDA, N. SN, Apto 31, BL 11 ;177.103,30;295.172,17;40.01;Apartamento, 0.00 de área total, 48.79 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512578241
 1444412070700 ;SP ;JAGUARIUNA ;RESIDENCIAL RESERVA DA BARRA ;RUA VEREADOR EMILIO BERGAMASCO FILHO, N. 316, LT 28 QD E ;229.867,75;278.000,00;17.32;Casa, 0.00 de área total, 50.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412070700
 8555536777015 ;SP ;JAGUARIUNA ;RECANTO CAMANDUCAIA ;RUA PEDRO LANA, N. 359, Apto 32, BL 21 ;230.000,00;230.000,00;0.00;Apartamento, 0.00 de área total, 43.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536777015
 8555537324219 ;SP ;JAGUARIUNA ;RECANTO CAMANDUCAIA ;RUA PEDRO LANA, N. 359, Apto 32, BL 10 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537324219
 8787704121542 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 155, Apto 21, TORRE 03 ;167.250,00;223.000,00;25.00;Apartamento, 0.00 de área total, 45.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704121542
 8290300003899 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;AVENIDA ANTONIO BARDELLA, N. 17, Apto 4, BL M ;200.000,00;200.000,00;0.00;Apartamento, 0.00 de área total, 47.60 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8290300003899
 8555531158295 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 201, Apto 11, TORRE 1 ;165.843,01;160.000,00;0.00;Apartamento, 0.00 de área total, 46.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531158295
 8787701428485 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 185, Apto 11, BL 04 ;202.772,29;195.000,00;0.00;Apartamento, 0.00 de área total, 45.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701428485
 10174428 ;SP ;JARDINOPOLIS ;D IND JOSE MARINCEK ;RUA PROJETADA 02, N. SN, QD 01, LT 13 ;304.000,00;304.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10174428
 1600000100203 ;SP ;JARDINOPOLIS ;ILHA GRANDE ;RUA AMERICO SALES, N. 1210, LT 17 18 E 19 QD 02 ;1.180.000,00;1.180.000,00;0.00;Casa, 0.00 de área total, 439.73 de área privativa, 1458.00 de área do terreno,  5 qto(s), WC, WC Emp, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000100203
 8787703911728 ;SP ;JARDINOPOLIS ;CENTRO ;AVENIDA PREFEITO NEWTON REIS, N. 325, Apto 103, BL 04  VG GARAGEM 03 ;144.000,00;144.000,00;0.00;Apartamento, 0.00 de área total, 49.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703911728
 1444415054004 ;SP ;JARDINOPOLIS ;JADIM NIAGARA II ;RUA NILDO PEREIRA LIMA, N. 565, LT 06   QD 08 ;323.331,53;270.000,00;0.00;Casa, 0.00 de área total, 63.30 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415054004
 8444416540296 ;SP ;JAU ;RES PEDRO JULIAN POT ;RUA ANTONIO DE GODOI, N. 100, L8 QL ;118.442,32;195.000,00;39.27;Casa, 0.00 de área total, 56.08 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416540296
 8555539019081 ;SP ;JAU ;CONDOMINIO JARDIM ALVORADA ;AVENIDA DESEMBARGADOR JOAO BAPTISTA DE ARRUDA SA, N. 811, Apto 110, BL D ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 48.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539019081
 1444418476163 ;SP ;JAU ;JARDIM CILA DE LUCIO BAUAB ;RUA JOSE ORMELESI, N. 222, . ;230.000,00;230.000,00;0.00;Casa, 0.00 de área total, 110.00 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418476163
 8787712482400 ;SP ;JAU ;RESIDENCIAL CIDADE ALTA ;RUA ENGENHEIRO ROGERIO TADASHI CHIBA, N. 801, QD 4 ;155.402,56;151.479,37;0.00;Casa, 0.00 de área total, 44.68 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712482400
 8444415780625 ;SP ;JAU ;LOT JARDIM SAO JUDAS ;RUA ITALINO SENISE, N. SN, LT 06 QD G ;94.299,64;89.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415780625
 10183937 ;SP ;JAU ;JARDIM FERREIRA DIAS ;AVENIDA NENE GALVAO, N. 2375 ;768.000,00;715.000,00;0.00;Casa, 0.00 de área total, 236.27 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183937
 8444415679584 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, LT 19 QD 16 ;140.042,24;128.500,00;0.00;Casa, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno,  2 qto(s), WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415679584
 8444423642929 ;SP ;JAU ;JARDIM SANTA ROSA ;RUA JOAO MATHIAS MIRA, N. 267, LT 13 E 14 QD S ;180.169,76;163.000,00;0.00;Casa, 0.00 de área total, 61.00 de área privativa, 153.03 de área do terreno,  3 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423642929
 10182539 ;SP ;JAU ;VILA VICENTE ;RUA BRIGADEIRO NEWTON BRAGA, N. 79 ;515.000,00;465.000,00;0.00;Casa, 0.00 de área total, 187.40 de área privativa, 250.40 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10182539
 8444424950414 ;SP ;JAU ;RESIDENCIAL CIDADE ALTA ;RUA DOUTOR JOAO ALBERTO VILAR MAMEDE, N. SN, LT 47 QD R ;147.393,68;110.400,00;0.00;Casa, 0.00 de área total, 43.24 de área privativa, 142.64 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424950414
 8444415054991 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, QD 16 - PARTE DOS LOTES 16 E 17 ;137.246,44;85.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415054991
 1444406025617 ;SP ;JOSE BONIFACIO ;SANTA LUZIA ;RUA ANTONIO SANSONE N 710, N. 710 ;83.980,00;130.000,00;35.40;Casa, 0.00 de área total, 58.92 de área privativa, 250.97 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406025617
 8555535866430 ;SP ;JOSE BONIFACIO ;JOSE BONIFACIO ;RUA MARCELO ALBANEZI, N. 275, LT 11 QD D ;165.700,00;165.700,00;0.00;Casa, 0.00 de área total, 56.00 de área privativa, 170.29 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535866430
 8555540064737 ;SP ;JOSE BONIFACIO ;BAIRRO JARDIM VITORI ;RUA, N. 135, LT 17 QD H ;119.283,39;119.283,39;0.00;Casa, 0.00 de área total, 56.00 de área privativa, 170.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540064737
 8555540211241 ;SP ;JOSE BONIFACIO ;LOTEAMENTO RESIDENCI ;RUA LOURDES DE SOUZA SOARES, N. 50, LT 14 QD T ;167.000,00;167.000,00;0.00;Casa, 0.00 de área total, 56.00 de área privativa, 170.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540211241
 1555537518678 ;SP ;JUNDIAI ;NUCLEO COLONIAL BARAO DE JUNDIAI ;AVENIDA NAMI AZEM, N. 910, Apto E44, BL E ;152.750,00;235.000,00;35.00;Apartamento, 0.00 de área total, 57.37 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555537518678
 1444417648653 ;SP ;JUNDIAI ;VILA CACILDA ;RUA JOSE BONIFACIO DE ANDRADE E SILVA, N. SN, LT 08, QD J ;420.800,00;526.000,00;20.00;Terreno, 0.00 de área total, 0.00 de área privativa, 540.05 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417648653
 8444414253648 ;SP ;JUNDIAI ;VILA NAMBI ;AVENIDA BENTO DO AMARAL GURGEL, N. 384, Apto 21, BL J ;175.518,95;206.000,00;14.80;Apartamento, 0.00 de área total, 45.05 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414253648
 1787700156521 ;SP ;JUNDIAI ;VILA MUNICIPAL ;R QUINZE DE NOVEMBRO, N. 1266, Apto 1058, TORRE A ;530.000,00;530.000,00;0.00;Apartamento, 0.00 de área total, 63.78 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700156521
 8555536307000 ;SP ;JUNDIAI ;VILA NAMBI ;AVENIDA DOUTOR BENTO DO AMARAL GURGEL, N. 2300, Apto 82, TIPO A 8 PAV BL E ;280.000,00;280.000,00;0.00;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536307000
 8555508810348 ;SP ;JUNDIAI ;JAPI ;RUA DOIS, N. 100, Apto 303, BLOCO 5 ;253.500,00;253.500,00;0.00;Apartamento, 0.00 de área total, 50.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508810348
 8444404724494 ;SP ;JUNDIAI ;LOTEAMENTO PARQUE INDUSTRIAL ;AVENIDA JOSE BENASSI, N. 2152, Apto 22, BLOCO 04 ;290.726,37;270.000,00;0.00;Apartamento, 0.00 de área total, 54.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404724494
 8555537060955 ;SP ;JUNDIAI ;TULIPAS ;AVENIDA ROSICLAIR TORRES BATISTA, N. 861, Apto 2, MODULO I ;286.063,81;265.000,00;0.00;Apartamento, 0.00 de área total, 49.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537060955
